Mn	2.460000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
N	1.860000
C	2.040000
C	2.040000
N	1.860000
C	2.040000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
N	1.860000
C	2.040000
C	2.040000
N	1.860000
C	2.040000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
C	2.040000
N	1.860000
C	2.040000
C	2.040000
N	1.860000
C	2.040000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
H	1.320000
